Nom.scientifique;Common.name;Nom.vernaculaire;Commentaire;Règne;Embranchement;Classe;Ordre;Famille;Genre;ID.WoRMS;ID.ITIS;Présent.Brunel.1998;Taxons.IML
Alepisaurus brevirostris;Shortsnout Lancetfish;Lancier À  Nez Court;;Animalia;Chordata;Actinopteri;Aulopiformes;Alepisauridae;Alepisaurus;126332;;;
Alepisaurus ferox;Long Snouted Lancetfish ou Lancetfish;Lancier Long-Nez ou Cavalo Féroce ou Cavalo Ocelle;;Animalia;Chordata;Actinopteri;Aulopiformes;Alepisauridae;Alepisaurus;126333;;;
Alepocephalus agassizii;Agassiz  Slickhead ou Agassiz  Smoothhead;Alépocéphale Obscur;;Animalia;Chordata;Actinopteri;Alepocephaliformes;Alepocephalidae;Alepocephalus;126681;;;
Alepocephalus bairdii;Baird S Slickhead ou Baird S Smooth-Head;Alépocéphale De Baird;;Animalia;Chordata;Actinopteri;Alepocephaliformes;Alepocephalidae;Alepocephalus;126682;;;Oui
Alitta succinea;;;;Animalia;Annelida;Polychaeta;Phyllodocida;Nereididae;Alitta;234850;;Oui;Oui
Alitta virens;Clamworm ou Ragworm ou King Ragworm;Néréis Verte ou Grande Gravette ou Ver Hollandais ou Carpleux ou Carplue ou Mille-Pattes Géant ou Dure D Europe ou Néréide De Hollande;;Animalia;Annelida;Polychaeta;Phyllodocida;Nereididae;Alitta;234851;;Oui;Oui
Alle alle;Dovekie;Mergule Nain;;Animalia;Chordata;Aves;Charadriiformes;Alcidae;Alle;137129;;;
Alopias superciliosus;Bigeye Thresher Shark;Renard À  Gros Yeux;;Animalia;Chordata;Elasmobranchii;Lamniformes;Alopiidae;Alopias;105835;;;
Alopias vulpinus;Thresher Shark;Requin-Renard;;Animalia;Chordata;Elasmobranchii;Lamniformes;Alopiidae;Alopias;105836;;;
Alosa aestivalis;Blueback Herring;Alose D Été;;Animalia;Chordata;Actinopteri;Clupeiformes;Clupeidae;Alosa;158667;;;Oui
Alosa mediocris;Hickory Shad;Alose Hickory;;Animalia;Chordata;Actinopteri;Clupeiformes;Clupeidae;Alosa;158668;;;
Alosa pseudoharengus;Alewife;Gasperau;;Animalia;Chordata;Actinopteri;Clupeiformes;Clupeidae;Alosa;158669;;;Oui
Alosa sapidissima;American Shad;Alose Savoureuse;;Animalia;Chordata;Actinopteri;Clupeiformes;Clupeidae;Alosa;158670;;;Oui
Alteutha depressa;;;;Animalia;Arthropoda;Hexanauplia;Harpacticoida;Peltidiidae;Alteutha;116451;;Oui;Oui
Alteutha oblonga;;;;Animalia;Arthropoda;Hexanauplia;Harpacticoida;Peltidiidae;Alteutha;116453;;Oui;Oui
Aluterus schoepfii;Orange Filefish;Bourse Orange;;Animalia;Chordata;Actinopteri;Tetraodontiformes;Monacanthidae;Aluterus;159490;;;
Aluterus scriptus;Scrawled Filefish;Bourse Graffiti ou Bourse Écriture;;Animalia;Chordata;Actinopteri;Tetraodontiformes;Monacanthidae;Aluterus;159491;;;
Alvania moerchii;;;;Animalia;Mollusca;Gastropoda;Littorinimorpha;Rissoidae;Alvania;141216;;Oui;Oui
Alvania pseudoareolata;;;;Animalia;Mollusca;Gastropoda;Littorinimorpha;Rissoidae;Alvania;141228;;Oui;Oui
Alvania verrilli;;;;Animalia;Mollusca;Gastropoda;Littorinimorpha;Rissoidae;Alvania;141253;;Oui;Oui
Amage auricula;;;;Animalia;Annelida;Polychaeta;Terebellida;Ampharetidae;Amage;129771;;Oui;Oui
Amathia gracilis;;;;Animalia;Bryozoa;Gymnolaemata;Ctenostomatida;Vesiculariidae;Amathia;851589;;Oui;
Amauropsis islandica;Iceland Moonsnail;Natice D Islande;;Animalia;Mollusca;Gastropoda;Littorinimorpha;Naticidae;Amauropsis;140521;;Oui;Oui
Ambloplites rupestris;Rock Bass;Crapet De Roche;;Animalia;Chordata;Actinopteri;Centrarchiformes;Centrarchidae;Ambloplites;151293;;;
Amblyops abbreviata;;;;Animalia;Arthropoda;Malacostraca;Mysida;Mysidae;Amblyops;;89907;;
Amblyops abbreviatus;;;;Animalia;Arthropoda;Malacostraca;Mysida;Mysidae;Amblyops;119941;;Oui;Oui
Amblyops kempi;;;;Animalia;Arthropoda;Malacostraca;Mysida;Mysidae;Amblyops;119943;;Oui;Oui
Amblyraja hyperborea;Arctic Skate;Raie Boréale;;Animalia;Chordata;Elasmobranchii;Rajiformes;Rajidae;Amblyraja;105863;;;
Amblyraja jenseni;Shorttail Skate;Raie À Queue Courte;;Animalia;Chordata;Elasmobranchii;Rajiformes;Rajidae;Amblyraja;105864;;;
Amblyraja radiata;Thorny Skate;Raie Épineuse ou Rie Radiée;;Animalia;Chordata;Elasmobranchii;Rajiformes;Rajidae;Amblyraja;105865;;;Oui
Ameira divagans divagans;;;;Animalia;Arthropoda;Hexanauplia;Harpacticoida;Ameiridae;Ameira;116817;;;
Ameira spinipes;;;;Animalia;Arthropoda;Hexanauplia;Harpacticoida;Ameiridae;Ameira;157687;;Oui;Oui
Ameiurus melas;Black Bullhead;Barbotte Noire;;Animalia;Chordata;Actinopteri;Siluriformes;Ictaluridae;Ameiurus;154205;;;
Ameiurus natalis;Yellow Bullhead;Barbotte Jaune;;Animalia;Chordata;Actinopteri;Siluriformes;Ictaluridae;Ameiurus;154201;;;
Ameiurus nebulosus;Brown Bullhead;Barbotte Brune;;Animalia;Chordata;Actinopteri;Siluriformes;Ictaluridae;Ameiurus;154370;;;
Americorchestia longicornis;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Talitridae;Americorchestia;158018;;Oui;Oui
Americorchestia megalophthalma;Sand Hopper;Puce De Sable;;Animalia;Arthropoda;Malacostraca;Amphipoda;Talitridae;Americorchestia;158019;;Oui;Oui
Ameritella agilis;;;;Animalia;Mollusca;Bivalvia;Cardiida;Tellinidae;Ameritella;878476;;Oui;Oui
Ameroculodes edwardsi;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Oedicerotidae;Ameroculodes;547000;;Oui;Oui
Amia calva;Bowfin;Poisson-Castor;;Animalia;Chordata;Actinopteri;Amiiformes;Amiidae;Amia;157877;;;
Amicula vestita;Concealed Arctic Chiton;Chiton Vétu;;Animalia;Mollusca;Polyplacophora;Chitonida;Mopaliidae;Amicula;159928;;;Oui
Ammocrypta pellucida;Eastern Sand Darter;Dard De Sable;;Animalia;Chordata;Actinopteri;Perciformes;Percidae;Ammocrypta;1049455;;;
Ammodytes americanus;American Sand Lance;Lançon D Amérique;;Animalia;Chordata;Actinopteri;Perciformes;Ammodytidae;Ammodytes;159587;;;Oui
Ammodytes dubius;Northern Sand Lance;Lançon Du Nord;;Animalia;Chordata;Actinopteri;Perciformes;Ammodytidae;Ammodytes;151520;;;Oui
Amonardia arctica;;;;Animalia;Arthropoda;Hexanauplia;Harpacticoida;Miraciidae;Amonardia;115888;;Oui;Oui
Ampelisca abdita;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Ampeliscidae;Ampelisca;158020;;Oui;Oui
Ampelisca aequicornis;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Ampeliscidae;Ampelisca;101883;;;
Ampelisca agassizi;Four-Eyed Amphipod;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Ampeliscidae;Ampelisca;158021;;;
Ampelisca declivitatis;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Ampeliscidae;Ampelisca;101895;;Oui;Oui
Ampelisca eschrichtii;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Ampeliscidae;Ampelisca;101897;;;
Ampelisca macrocephala;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Ampeliscidae;Ampelisca;101908;;Oui;Oui
Ampelisca vadorum;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Ampeliscidae;Ampelisca;158022;;Oui;Oui
Ampharete acutifrons;;;;Animalia;Annelida;Polychaeta;Terebellida;Ampharetidae;Ampharete;129775;;Oui;Oui
Ampharete arctica;;;;Animalia;Annelida;Polychaeta;Terebellida;Ampharetidae;Ampharete;159916;;;
Ampharete baltica;;;;Animalia;Annelida;Polychaeta;Terebellida;Ampharetidae;Ampharete;129776;;Oui;Oui
Ampharete borealis;;;;Animalia;Annelida;Polychaeta;Terebellida;Ampharetidae;Ampharete;332927;;Oui;Oui
Ampharete finmarchica;;;;Animalia;Annelida;Polychaeta;Terebellida;Ampharetidae;Ampharete;129778;;Oui;Oui
Ampharete goesi;;;;Animalia;Annelida;Polychaeta;Terebellida;Ampharetidae;Ampharete;129779;;Oui;Oui
Ampharete lindstroemi;;;;Animalia;Annelida;Polychaeta;Terebellida;Ampharetidae;Ampharete;129781;;Oui;Oui
Ampharete lineata;;;;Animalia;Annelida;Polychaeta;Terebellida;Ampharetidae;Ampharete;744688;;;
Ampharete octocirrata;;;;Animalia;Annelida;Polychaeta;Terebellida;Ampharetidae;Ampharete;332932;;Oui;Oui
Ampharete oculata;;;;Animalia;Annelida;Polychaeta;Terebellida;Ampharetidae;Ampharete;762338;;Oui;Oui
Ampharete sibirica;;;;Animalia;Annelida;Polychaeta;Terebellida;Ampharetidae;Ampharete;332933;;Oui;Oui
Amphelikturus dendriticus;;;;Animalia;Chordata;Actinopteri;Syngnathiformes;Syngnathidae;Amphelikturus;316266;;;
Amphiascoides debilis;;;;Animalia;Arthropoda;Hexanauplia;Harpacticoida;Miraciidae;Amphiascoides;115895;;Oui;Oui
Amphiascus parvulus;;;;Animalia;Arthropoda;Hexanauplia;Harpacticoida;Miraciidae;Amphiascus;357058;;Oui;Oui
Amphibalanus improvisus;;Balane Imprévue (La) ou Balane Bernache (La) ou Petite Balane Ivoire (La);;Animalia;Arthropoda;Thecostraca;Balanomorpha;Balanidae;Amphibalanus;421139;;Oui;Oui
Amphiblestrum auritum;;;;Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Calloporidae;Amphiblestrum;111186;;Oui;
Amphiblestrum flemingii;;;;Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Calloporidae;Amphiblestrum;111187;;Oui;
Amphiblestrum osburni;;;;Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Calloporidae;Amphiblestrum;159768;;Oui;
Amphiblestrum solidum;;;;Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Calloporidae;Amphiblestrum;111190;;Oui;
Amphicteis gunneri;;;;Animalia;Annelida;Polychaeta;Terebellida;Ampharetidae;Amphicteis;129784;;Oui;Oui
Amphictene auricoma;;;;Animalia;Annelida;Polychaeta;Terebellida;Pectinariidae;Amphictene;152448;;Oui;
Amphilectus ovulum;Beige Horny Sponge;Éponge Beige;;Animalia;Porifera;Demospongiae;Poecilosclerida;Esperiopsidae;Amphilectus;1424119;;Oui;
Amphilochus hamatus;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Amphilochidae;Amphilochus;1056328;;Oui;Oui
Amphilochus manudens;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Amphilochidae;Amphilochus;101967;;Oui;Oui
Amphilochus tenuimanus;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Amphilochidae;Amphilochus;101972;;Oui;Oui
Amphioctopus burryi;;;;Animalia;Mollusca;Cephalopoda;Octopoda;Octopodidae;Amphioctopus;420653;;;
Amphipholis squamata;Dwarf Brittle Star;;;Animalia;Echinodermata;Ophiuroidea;Amphilepidida;Amphiuridae;Amphipholis;125064;;;Oui
Amphipholis torelli;;;;Animalia;Echinodermata;Ophiuroidea;Amphilepidida;Amphiuridae;Amphipholis;125066;;Oui;Oui
Amphiporeia lawrenciana;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Bathyporeiidae;Amphiporeia;158025;;Oui;Oui
Amphiporus angulatus;;;;Animalia;Nemertea;Hoplonemertea;Monostilifera;Amphiporidae;Amphiporus;122645;;Oui;Oui
Amphiporus lactifloreus;;;;Animalia;Nemertea;Hoplonemertea;Monostilifera;Amphiporidae;Amphiporus;122666;;Oui;
Amphissa acutecostata;Atlantic Amphissa;;;Animalia;Mollusca;Gastropoda;Neogastropoda;Columbellidae;Amphissa;139190;;;
Amphithopsis longicaudata;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Calliopiidae;Amphithopsis;102158;;Oui;Oui
Amphitrite cirrata;;;;Animalia;Annelida;Polychaeta;Terebellida;Terebellidae;Amphitrite;131474;;Oui;Oui
Amphitrite ornata;;;;Animalia;Annelida;Polychaeta;Terebellida;Terebellidae;Amphitrite;157166;;Oui;Oui
Amphiura canadensis;;;;Animalia;Echinodermata;Ophiuroidea;Amphilepidida;Amphiuridae;Amphiura;158069;;Oui;Oui
Amphiura exigua;;;;Animalia;Echinodermata;Ophiuroidea;Amphilepidida;Amphiuridae;Amphiura;158070;;Oui;Oui
Amphiura fragilis;;;;Animalia;Echinodermata;Ophiuroidea;Amphilepidida;Amphiuridae;Amphiura;125081;;Oui;Oui
Amphiura otteri;;;;Animalia;Echinodermata;Ophiuroidea;Amphilepidida;Amphiuridae;Amphiura;125092;;Oui;Oui
Amphiura sundevalli;;;;Animalia;Echinodermata;Ophiuroidea;Amphilepidida;Amphiuridae;Amphiura;125100;;Oui;Oui
Ampithoe longimana;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Ampithoidae;Ampithoe;158026;;Oui;Oui
Ampithoe rubricata;;Amphitoé Rouge (Le);;Animalia;Arthropoda;Malacostraca;Amphipoda;Ampithoidae;Ampithoe;102002;;Oui;Oui
Anarchias similis;Pygmy Moray;Murène Pygmée;;Animalia;Chordata;Actinopteri;Anguilliformes;Muraenidae;Anarchias;158581;;;
Anarhichas denticulatus;Northern Wolffish;Loup À Tête Large;;Animalia;Chordata;Actinopteri;Perciformes;Anarhichadidae;Anarhichas;126757;;;Oui
Anarhichas lupus;Atlantic Wolffish;Loup Atlantique;;Animalia;Chordata;Actinopteri;Perciformes;Anarhichadidae;Anarhichas;126758;;;Oui
Anarhichas minor;Spotted Wolffish;Loup Tacheté;;Animalia;Chordata;Actinopteri;Perciformes;Anarhichadidae;Anarhichas;126759;;;Oui
Anarhichas orientalis;Bering Wolffish;Loup De Béring;;Animalia;Chordata;Actinopteri;Perciformes;Anarhichadidae;Anarhichas;254511;;;
Anatoma crispata;Crispate Scissurelle;;;Animalia;Mollusca;Gastropoda;Lepetellida;Anatomidae;Anatoma;141417;;Oui;Oui
Anchoa hepsetus;Broad-Striped Anchovy;Piquitinga;;Animalia;Chordata;Actinopteri;Clupeiformes;Engraulidae;Anchoa;158698;;;
Anchoa lamprotaenia;Big-Eye Anchovy;Anchois Caraïbe;;Animalia;Chordata;Actinopteri;Clupeiformes;Engraulidae;Anchoa;275522;;;
Anchoa mitchilli;Bay Anchovy;;;Animalia;Chordata;Actinopteri;Clupeiformes;Engraulidae;Anchoa;158699;;;
Ancistrocheirus lesueurii;;;;Animalia;Mollusca;Cephalopoda;Oegopsida;Ancistrocheiridae;Ancistrocheirus;138747;;;
Ancistrosyllis groenlandica;;;;Animalia;Annelida;Polychaeta;Phyllodocida;Pilargidae;Ancistrosyllis;130695;;Oui;Oui
Ancistroteuthis lichtensteinii;;;;Animalia;Mollusca;Cephalopoda;Oegopsida;Onychoteuthidae;Ancistroteuthis;140647;;;
Ancula gibbosa;Atlantic Ancula;Ancula Atlantique;;Animalia;Mollusca;Gastropoda;Nudibranchia;Goniodorididae;Ancula;140029;;Oui;Oui
Andaniella pectinata;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Stegocephalidae;Andaniella;103085;;Oui;Oui
Andaniexis abyssi;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Stegocephalidae;Andaniexis;103086;;Oui;Oui
Andaniopsis nordlandica;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Stegocephalidae;Andaniopsis;103089;;Oui;Oui
Andaniopsis pectinata;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Stegocephalidae;Andaniopsis;254661;;;
Anguilla anguilla;European Eel;Anguille Européenne;;Animalia;Chordata;Actinopteri;Anguilliformes;Anguillidae;Anguilla;126281;;;
Anguilla rostrata;American Eel;Anguille Américaine;;Animalia;Chordata;Actinopteri;Anguilliformes;Anguillidae;Anguilla;158562;;;Oui
Anisakis simplex;;;;Animalia;Nematoda;Chromadorea;Rhabditida;Anisakidae;Anisakis;827170;;Oui;Oui
Anisarchus medius;Stout Eelblenny;Lompénie Naine;;Animalia;Chordata;Actinopteri;Perciformes;Stichaeidae;Anisarchus;127070;;;Oui
Anobothrus gracilis;;;;Animalia;Annelida;Polychaeta;Terebellida;Ampharetidae;Anobothrus;129789;;Oui;Oui
Anomalisipho martensi;;;;Animalia;Mollusca;Gastropoda;Neogastropoda;Buccinidae;Anomalisipho;821662;;;
Anomalocera opalus;;;;Animalia;Arthropoda;Hexanauplia;Calanoida;Pontellidae;Anomalocera;157665;;Oui;
Anomalocera patersonii;;Irénée De Paterson (L );;Animalia;Arthropoda;Hexanauplia;Calanoida;Pontellidae;Anomalocera;364368;;;
Anomalotrema koiae;;;;Animalia;Platyhelminthes;Trematoda;Plagiorchiida;Opecoelidae;Anomalotrema;108863;;Oui;
Anomia simplex;Common Jingle Shell;Anomie Simple;;Animalia;Mollusca;Bivalvia;Pectinida;Anomiidae;Anomia;156737;;Oui;Oui
Anonyx compactus;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Uristidae;Anonyx;102509;;Oui;Oui
Anonyx debruynii;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Uristidae;Anonyx;102510;;Oui;Oui
Anonyx lilljeborgi;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Uristidae;Anonyx;102513;;Oui;Oui
Anonyx makarovi;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Uristidae;Anonyx;158028;;Oui;Oui
Anonyx ochoticus;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Uristidae;Anonyx;102515;;Oui;Oui
Anonyx sarsi;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Uristidae;Anonyx;102516;;Oui;Oui
Anophryocephalus inuitorum;;;;Animalia;Platyhelminthes;Cestoda;Tetrabothriidea;Tetrabothriidae;Anophryocephalus;516536;;;Oui
Anoplogaster cornuta;Common Fangtooth;Ogre;;Animalia;Chordata;Actinopteri;Trachichthyiformes;Anoplogastridae;Anoplogaster;126393;;;Oui
Anotopterus pharao;Daggertooth;Pharaon;;Animalia;Chordata;Actinopteri;Aulopiformes;Anotopteridae;Anotopterus;126334;;;
Antalis entalis;;;;Animalia;Mollusca;Scaphopoda;Dentaliida;Dentaliidae;Antalis;150534;;;Oui
Antalis occidentalis;;;;Animalia;Mollusca;Scaphopoda;Dentaliida;Dentaliidae;Antalis;196377;;Oui;Oui
Anthias nicholsi;Yellowfin Bass;Barbier Ligne-En-Palier;;Animalia;Chordata;Actinopteri;Perciformes;Serranidae;Anthias;159344;;;
Anthobothrium variabile;;;;Animalia;Platyhelminthes;Cestoda;Tetraphyllidea;Tetraphyllidea incertae sedis;Anthobothrium;105277;;Oui;
Anthomastus grandiflorus;Large-Polyped Deep-Sea Soft Coral;Corail À Grands Polypes;;Animalia;Cnidaria;Anthozoa;Alcyonacea;Alcyoniidae;Anthomastus;125335;;;
Anthoptilum grandiflorum;Full-Flowered Sea Pen;Pennatule À Grandes Fleurs;;Animalia;Cnidaria;Anthozoa;Pennatulacea;Anthoptilidae;Anthoptilum;128504;;Oui;Oui
Antigonia capros;Deepbody Boarfish;Sanglier Chevrette;;Animalia;Chordata;Actinopteri;Acanthuriformes;Caproidae;Antigonia;127418;;;
Antigonia combatia;Shortspine Boarfish;Sanglier Rond;;Animalia;Chordata;Actinopteri;Acanthuriformes;Caproidae;Antigonia;159429;;;
Antimora rostrata;Blue Hake;Antimore Bleu;;Animalia;Chordata;Actinopteri;Gadiformes;Moridae;Antimora;126486;;;
Anurida maritima;Blue Springtail;Bleu Collembole;;Animalia;Arthropoda;Collembola;rank absent;Neanuridae;Anurida;118139;;;
Apeltes quadracus;Fourspine Stickleback;Épinoche À Quatre Épines;;Animalia;Chordata;Actinopteri;Perciformes;Gasterosteidae;Apeltes;159436;;;Oui
Aphanodomus terebellae;;;;Animalia;Arthropoda;Hexanauplia;Cyclopoida;Xenocoelomatidae;Aphanodomus;129090;;Oui;Oui
Aphanopus carbo;Black Scabbardfish;Poisson-Sabre Noir ou Sabre Noir ou Ophanope Carbon;;Animalia;Chordata;Actinopteri;Scombriformes;Trichiuridae;Aphanopus;127085;;;
Aphelochaeta filiformis;;;;Animalia;Annelida;Polychaeta;Terebellida;Cirratulidae;Aphelochaeta;129937;;Oui;Oui
Aphelochaeta marioni;;;;Animalia;Annelida;Polychaeta;Terebellida;Cirratulidae;Aphelochaeta;129938;;;
Apherusa bispinosa;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Calliopiidae;Apherusa;102160;;Oui;Oui
Apherusa glacialis;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Calliopiidae;Apherusa;102166;;Oui;Oui
Apherusa megalops;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Calliopiidae;Apherusa;102170;;Oui;Oui
Aphrodita aculeata;;;;Animalia;Annelida;Polychaeta;Phyllodocida;Aphroditidae;Aphrodita;129840;;;
Apistobranchus tullbergi;;;;Animalia;Annelida;Polychaeta;Spionida;Apistobranchidae;Apistobranchus;129851;;;
Apistobranchus typicus;;;;Animalia;Annelida;Polychaeta;Spionida;Apistobranchidae;Apistobranchus;157182;;Oui;Oui
Aplidium constellatum;Northern Sea Pork;Couenne De Porc Nordique;;Animalia;Chordata;Ascidiacea;Aplousobranchia;Polyclinidae;Aplidium;251553;;;
Aplidium glabrum;;Ascidie Glabre;;Animalia;Chordata;Ascidiacea;Aplousobranchia;Polyclinidae;Aplidium;103647;;Oui;Oui
Aplidium pallidum;;;;Animalia;Chordata;Ascidiacea;Aplousobranchia;Polyclinidae;Aplidium;103658;;Oui;Oui
Aplodinotus grunniens;Freshwater Drum;Malachigan;;Animalia;Chordata;Actinopteri;Eupercaria incertae sedis;Sciaenidae;Aplodinotus;590490;;;
Apogon maculatus;Flamefish;Apogon Flamboyant;;Animalia;Chordata;Actinopteri;Kurtiformes;Apogonidae;Apogon;159589;;;
Apogon pseudomaculatus;Twospot Cardinalfish;Apogon À Deux Taches;;Animalia;Chordata;Actinopteri;Kurtiformes;Apogonidae;Apogon;159590;;;
Apohyale prevostii;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Hyalidae;Apohyale;490616;;Oui;Oui
Aporocotyle simplex;;;;Animalia;Platyhelminthes;Trematoda;Diplostomida;Aporocotylidae;Aporocotyle;109375;;Oui;
Apristurus manis;Ghost Cat Shark;Holbiche Fantôme;;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Pentanchidae;Apristurus;105808;;;
Apristurus profundorum;Deepsea Cat Shark;Roussette De Profondeur;;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Pentanchidae;Apristurus;158513;;;
Apterichtus ansp;Academy Eel;;;Animalia;Chordata;Actinopteri;Anguilliformes;Ophichthidae;Apterichtus;158597;;;
Apterichtus kendalli;Finless Eel;;;Animalia;Chordata;Actinopteri;Anguilliformes;Ophichthidae;Apterichtus;158598;;;
Aquiloniella americana;;;;Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Candidae;Aquiloniella;760208;;Oui;
Aquiloniella scabra;;;;Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Candidae;Aquiloniella;760213;;Oui;
Arabella iricolor;Opal Worm;;;Animalia;Annelida;Polychaeta;Eunicida;Oenonidae;Arabella;129854;;Oui;Oui
Arbacia punctulata;Purple Sea Urchin;;;Animalia;Echinodermata;Echinoidea;Arbacioida;Arbaciidae;Arbacia;158058;;;
Architeuthis dux;Atlantic Giant Squid;Calmar Géant;;Animalia;Mollusca;Cephalopoda;Oegopsida;Architeuthidae;Architeuthis;342218;;;
Archosargus probatocephalus;Sheepshead;Spare Tête-De-Mouton ou Rondeau Mouton;;Animalia;Chordata;Actinopteri;Eupercaria incertae sedis;Sparidae;Archosargus;159238;;;
Arcoscalpellum michelottianum;;;;Animalia;Arthropoda;Thecostraca;Scalpellomorpha;Scalpellidae;Arcoscalpellum;106182;;Oui;Oui
